	Gene	Organism
57372	leuS	Stigmatella_aurantiaca
57378	nusA	Stigmatella_aurantiaca
57398	glgB	Stigmatella_aurantiaca
57407	gyrB	Stigmatella_aurantiaca
57411	glyA	Stigmatella_aurantiaca
57421	pgk	Stigmatella_aurantiaca
57422	argC	Stigmatella_aurantiaca
57424	aroC	Stigmatella_aurantiaca
57425	rho	Stigmatella_aurantiaca
57433	secA	Stigmatella_aurantiaca
57442	tal	Stigmatella_aurantiaca
57445	purL	Stigmatella_aurantiaca
57463	etfB	Stigmatella_aurantiaca
57472	gltA	Stigmatella_aurantiaca
57474	fabF	Stigmatella_aurantiaca
57477	clpX	Stigmatella_aurantiaca
57480	atpF	Stigmatella_aurantiaca
57531	gltX	Stigmatella_aurantiaca
57536	metG	Stigmatella_aurantiaca
57550	valS	Stigmatella_aurantiaca
57563	rplV	Stigmatella_aurantiaca
57629	asd	Stigmatella_aurantiaca
57647	infB	Stigmatella_aurantiaca
57663	nusG	Stigmatella_aurantiaca
57695	carB	Stigmatella_aurantiaca
57703	frr	Stigmatella_aurantiaca
57730	rplN	Stigmatella_aurantiaca
57743	atpA	Stigmatella_aurantiaca
57758	murE	Stigmatella_aurantiaca
57761	pdhA	Stigmatella_aurantiaca
57764	nuoD	Stigmatella_aurantiaca
57775	cysK	Stigmatella_aurantiaca
57798	rpsS	Stigmatella_aurantiaca
57880	lon	Stigmatella_aurantiaca
57890	glmU	Stigmatella_aurantiaca
57973	tyrS	Stigmatella_aurantiaca
58014	glyS	Stigmatella_aurantiaca
58018	topA	Stigmatella_aurantiaca
58058	pfkA	Stigmatella_aurantiaca
58176	rpsE	Stigmatella_aurantiaca
58177	rplI	Stigmatella_aurantiaca
58196	rsfS	Stigmatella_aurantiaca
58254	rpsP	Stigmatella_aurantiaca
58256	rpsO	Stigmatella_aurantiaca
58258	rplF	Stigmatella_aurantiaca
58268	rpsI	Stigmatella_aurantiaca
58270	argH	Stigmatella_aurantiaca
58323	pdxH	Stigmatella_aurantiaca
58568	nusB	Stigmatella_aurantiaca
58581	pheT	Stigmatella_aurantiaca
58606	typA	Stigmatella_aurantiaca
58700	gatC	Stigmatella_aurantiaca
58877	groEL	Streptomyces_griseorubens
58901	ALB	Streptomyces_griseorubens
58947	eno	Streptomyces_griseorubens
58973	pgk	Streptomyces_griseorubens
59017	fusA	Streptomyces_griseorubens
59067	glpK	Streptomyces_griseorubens
59219	rpsA	Streptomyces_griseorubens
59300	dnaK	Streptomyces_griseorubens
59710	acnA	Streptomyces_griseorubens
59772	glmU	Streptomyces_griseorubens
60128	prfA	Sulfobacillus_thermosulfidooxidans
60131	groL	Sulfobacillus_thermosulfidooxidans
60133	rplL	Sulfobacillus_thermosulfidooxidans
60138	polA	Sulfobacillus_thermosulfidooxidans
60139	ppa	Sulfobacillus_thermosulfidooxidans
60141	rplF	Sulfobacillus_thermosulfidooxidans
60148	purD	Sulfobacillus_thermosulfidooxidans
60161	menB	Sulfobacillus_thermosulfidooxidans
60163	rpsI	Sulfobacillus_thermosulfidooxidans
60165	ftsZ	Sulfobacillus_thermosulfidooxidans
60167	dnaK	Sulfobacillus_thermosulfidooxidans
60177	efp	Sulfobacillus_thermosulfidooxidans
60183	tal	Sulfobacillus_thermosulfidooxidans
60187	tuf	Sulfobacillus_thermosulfidooxidans
60192	tsf	Sulfobacillus_thermosulfidooxidans
60196	acpP	Sulfobacillus_thermosulfidooxidans
60202	zwf	Sulfobacillus_thermosulfidooxidans
60206	pdxS	Sulfobacillus_thermosulfidooxidans
60212	mdh	Sulfobacillus_thermosulfidooxidans
60213	glyS	Sulfobacillus_thermosulfidooxidans
60220	glyA	Sulfobacillus_thermosulfidooxidans
60248	lon	Sulfobacillus_thermosulfidooxidans
60261	der	Sulfobacillus_thermosulfidooxidans
60269	gpmI	Sulfobacillus_thermosulfidooxidans
60270	ileS	Sulfobacillus_thermosulfidooxidans
60271	mreB	Sulfobacillus_thermosulfidooxidans
60274	rpsB	Sulfobacillus_thermosulfidooxidans
60278	ilvC	Sulfobacillus_thermosulfidooxidans
60281	eno	Sulfobacillus_thermosulfidooxidans
60288	atpD	Sulfobacillus_thermosulfidooxidans
60302	clpX	Sulfobacillus_thermosulfidooxidans
60304	rpmA	Sulfobacillus_thermosulfidooxidans
60312	cysK	Sulfobacillus_thermosulfidooxidans
60313	fusA	Sulfobacillus_thermosulfidooxidans
60343	sucD	Sulfobacillus_thermosulfidooxidans
60349	valS	Sulfobacillus_thermosulfidooxidans
60355	greA	Sulfobacillus_thermosulfidooxidans
60371	glnA	Sulfobacillus_thermosulfidooxidans
60387	clpB	Sulfobacillus_thermosulfidooxidans
60393	nuoD	Sulfobacillus_thermosulfidooxidans
60403	rplC	Sulfobacillus_thermosulfidooxidans
60442	rpsE	Sulfobacillus_thermosulfidooxidans
60447	nusG	Sulfobacillus_thermosulfidooxidans
60456	ilvE	Sulfobacillus_thermosulfidooxidans
60459	argH	Sulfobacillus_thermosulfidooxidans
60469	hisS	Sulfobacillus_thermosulfidooxidans
60475	recA	Sulfobacillus_thermosulfidooxidans
60478	purA	Sulfobacillus_thermosulfidooxidans
60481	rpsD	Sulfobacillus_thermosulfidooxidans
60489	tpiA	Sulfobacillus_thermosulfidooxidans
60521	proS	Sulfobacillus_thermosulfidooxidans
60533	adk	Sulfobacillus_thermosulfidooxidans
60537	purL	Sulfobacillus_thermosulfidooxidans
60539	gatB	Sulfobacillus_thermosulfidooxidans
60546	glpK	Sulfobacillus_thermosulfidooxidans
60548	ffh	Sulfobacillus_thermosulfidooxidans
60561	trpB	Sulfobacillus_thermosulfidooxidans
60564	rpoA	Sulfobacillus_thermosulfidooxidans
60577	sucC	Sulfobacillus_thermosulfidooxidans
60595	gap	Sulfobacillus_thermosulfidooxidans
60601	acnA	Sulfobacillus_thermosulfidooxidans
60602	glmU	Sulfobacillus_thermosulfidooxidans
60608	aroC	Sulfobacillus_thermosulfidooxidans
60612	rpoB	Sulfobacillus_thermosulfidooxidans
60618	aspS	Sulfobacillus_thermosulfidooxidans
60640	rplW	Sulfobacillus_thermosulfidooxidans
60647	pgl	Sulfobacillus_thermosulfidooxidans
60654	guaA	Sulfobacillus_thermosulfidooxidans
60672	dapB	Sulfobacillus_thermosulfidooxidans
60677	murD	Sulfobacillus_thermosulfidooxidans
60682	rplP	Sulfobacillus_thermosulfidooxidans
60720	ispG	Sulfobacillus_thermosulfidooxidans
60748	panB	Sulfobacillus_thermosulfidooxidans
60759	guaB	Sulfobacillus_thermosulfidooxidans
60787	pgk	Sulfobacillus_thermosulfidooxidans
60792	fabF	Sulfobacillus_thermosulfidooxidans
60822	upp	Sulfobacillus_thermosulfidooxidans
60838	typA	Sulfobacillus_thermosulfidooxidans
60853	rplJ	Sulfobacillus_thermosulfidooxidans
60856	rplA	Sulfobacillus_thermosulfidooxidans
60873	infB	Sulfobacillus_thermosulfidooxidans
60874	argG	Sulfobacillus_thermosulfidooxidans
60949	thrC	Sulfobacillus_thermosulfidooxidans
60960	rplK	Sulfobacillus_thermosulfidooxidans
60979	metG	Sulfobacillus_thermosulfidooxidans
60991	tig	Sulfobacillus_thermosulfidooxidans
61003	coaBC	Sulfobacillus_thermosulfidooxidans
61071	rplB	Sulfobacillus_thermosulfidooxidans
61116	aroA	Sulfobacillus_thermosulfidooxidans
61240	rplE	Sulfobacillus_thermosulfidooxidans
61249	clpP	Sulfobacillus_thermosulfidooxidans
61380	frr	Sulfobacillus_thermosulfidooxidans
61404	rplI	Sulfobacillus_thermosulfidooxidans
61441	rpoC	Sulfobacillus_thermosulfidooxidans
61444	secA	Sulfobacillus_thermosulfidooxidans
61486	leuS	Sulfobacillus_thermosulfidooxidans
61518	tyrS	Sulfobacillus_thermosulfidooxidans
61618	pnp	Sulfobacillus_thermosulfidooxidans
61620	atpH	Sulfobacillus_thermosulfidooxidans
61635	hemE	Sulfobacillus_thermosulfidooxidans
61660	atpC	Sulfobacillus_thermosulfidooxidans
61690	rpsP	Sulfobacillus_thermosulfidooxidans
61707	pepA	Sulfobacillus_thermosulfidooxidans
61767	nusA	Sulfobacillus_thermosulfidooxidans
62015	serS	Sulfobacillus_thermosulfidooxidans
62078	alaS	Sulfobacillus_thermosulfidooxidans
62121	gcvT	Sulfobacillus_thermosulfidooxidans
62124	rplR	Sulfobacillus_thermosulfidooxidans
62366	ribH	Sulfobacillus_thermosulfidooxidans
62382	hslU	Sulfobacillus_thermosulfidooxidans
62475	rpe	Sulfobacillus_thermosulfidooxidans
