,Gene,Organism
128837,coaBC,Rhizobium_radiobacter
128878,acsA,Rhizobium_radiobacter
128906,kdsA,Rhizobium_radiobacter
128914,tpiA,Rhizobium_radiobacter
128968,glnE,Rhizobium_radiobacter
128998,murD,Rhizobium_radiobacter
129000,purL,Rhizobium_radiobacter
129071,pyrE,Rhizobium_radiobacter
129150,proC,Rhizobium_radiobacter
129196,trpA,Rhizobium_radiobacter
129203,ppk,Rhizobium_radiobacter
129207,trmB,Rhizobium_radiobacter
129212,def,Rhizobium_radiobacter
129249,infA,Rhizobium_radiobacter
129276,nusB,Rhizobium_radiobacter
129375,glgC,Rhizobium_radiobacter
129378,topA,Rhizobium_radiobacter
129401,atpC,Rhizobium_radiobacter
129517,ndk,Rhizobium_radiobacter
129522,rlmN,Rhizobium_radiobacter
129595,rimP,Rhizobium_radiobacter
129672,trpD,Rhizobium_radiobacter
129678,dnaX,Rhizobium_radiobacter
129682,trmD,Rhizobium_radiobacter
130015,hisG,Rhizobium_radiobacter
130019,lpxD,Rhizobium_radiobacter
130100,kdsB,Rhizobium_radiobacter
130255,gmk,Rhizobium_radiobacter
130268,asd,Rhizobium_radiobacter
130334,purU,Rhizobium_radiobacter
130422,rimM,Rhizobium_radiobacter
130574,hutI,Rhizobium_radiobacter
130997,lpxA,Rhizobium_radiobacter
131371,pdxH,Rhizobium_radiobacter
131863,lysA,Rhizobium_radiobacter
131955,ffh,Rhizobium_radiobacter
131995,glsA,Rhizobium_radiobacter
132397,pdxA,Rhizobium_radiobacter
132518,purN,Rhizobium_radiobacter
133053,murC,Rhizobium_radiobacter
133391,smc,Rhizobium_radiobacter
133710,lipA,Rhizobium_radiobacter
134496,pyrH,Rhizobium_radiobacter
134810,map,Rhizobium_radiobacter
135146,aroC,Rhizobium_radiobacter
135773,rsmH,Rhizobium_radiobacter
136217,lepA,Rhizobium_radiobacter
136782,rsfS,Rhizobium_radiobacter
137042,trpC,Rhizobium_radiobacter
137339,prfB,Rhodopseudomonas_palustris
137341,dnaK,Rhodopseudomonas_palustris
137343,rpsL,Rhodopseudomonas_palustris
137345,rpsF,Rhodopseudomonas_palustris
137346,glpK,Rhodopseudomonas_palustris
137347,rplL,Rhodopseudomonas_palustris
137349,tuf,Rhodopseudomonas_palustris
137354,prfA,Rhodopseudomonas_palustris
137360,rplB,Rhodopseudomonas_palustris
137361,argB,Rhodopseudomonas_palustris
137363,argS,Rhodopseudomonas_palustris
137366,thiC,Rhodopseudomonas_palustris
137376,rpoB,Rhodopseudomonas_palustris
137379,rplR,Rhodopseudomonas_palustris
137382,leuS,Rhodopseudomonas_palustris
137386,rne,Rhodopseudomonas_palustris
137392,greA,Rhodopseudomonas_palustris
137397,alaS,Rhodopseudomonas_palustris
137401,rpoC,Rhodopseudomonas_palustris
137403,carB,Rhodopseudomonas_palustris
137409,rplX,Rhodopseudomonas_palustris
137411,rplW,Rhodopseudomonas_palustris
137413,proS,Rhodopseudomonas_palustris
137417,trpS,Rhodopseudomonas_palustris
137418,clpP,Rhodopseudomonas_palustris
137424,tig,Rhodopseudomonas_palustris
137429,pnp,Rhodopseudomonas_palustris
137431,guaB,Rhodopseudomonas_palustris
137446,tatA,Rhodopseudomonas_palustris
137456,dapA,Rhodopseudomonas_palustris
137457,groS,Rhodopseudomonas_palustris
137459,ahcY,Rhodopseudomonas_palustris
137461,sucD,Rhodopseudomonas_palustris
137464,ilvC,Rhodopseudomonas_palustris
137466,pheT,Rhodopseudomonas_palustris
137472,asd,Rhodopseudomonas_palustris
137474,rpmF,Rhodopseudomonas_palustris
137476,hisC,Rhodopseudomonas_palustris
137480,murC,Rhodopseudomonas_palustris
137489,pgk,Rhodopseudomonas_palustris
137498,nusA,Rhodopseudomonas_palustris
137499,murF,Rhodopseudomonas_palustris
137516,rpsN,Rhodopseudomonas_palustris
137520,pdhA,Rhodopseudomonas_palustris
137522,tsf,Rhodopseudomonas_palustris
137523,ettA,Rhodopseudomonas_palustris
137537,leuB,Rhodopseudomonas_palustris
137538,argD,Rhodopseudomonas_palustris
137542,smc,Rhodopseudomonas_palustris
137544,pxpA,Rhodopseudomonas_palustris
137559,ileS,Rhodopseudomonas_palustris
137564,thrS,Rhodopseudomonas_palustris
137584,acpP,Rhodopseudomonas_palustris
137587,rplU,Rhodopseudomonas_palustris
137599,rpsP,Rhodopseudomonas_palustris
137601,glyA,Rhodopseudomonas_palustris
137613,clpX,Rhodopseudomonas_palustris
137614,efp,Rhodopseudomonas_palustris
137618,rplN,Rhodopseudomonas_palustris
137640,glmS,Rhodopseudomonas_palustris
137641,dxs,Rhodopseudomonas_palustris
137661,purH,Rhodopseudomonas_palustris
137673,psd,Rhodopseudomonas_palustris
137680,rplJ,Rhodopseudomonas_palustris
137683,proB,Rhodopseudomonas_palustris
137689,pckA,Rhodopseudomonas_palustris
137699,kdsA,Rhodopseudomonas_palustris
137700,fabH,Rhodopseudomonas_palustris
137701,zwf,Rhodopseudomonas_palustris
137707,rpsE,Rhodopseudomonas_palustris
137715,tyrS,Rhodopseudomonas_palustris
137718,rho,Rhodopseudomonas_palustris
137728,rplM,Rhodopseudomonas_palustris
137734,ychF,Rhodopseudomonas_palustris
137750,rpsK,Rhodopseudomonas_palustris
137756,ndk,Rhodopseudomonas_palustris
137763,valS,Rhodopseudomonas_palustris
137764,rplF,Rhodopseudomonas_palustris
137767,leuC,Rhodopseudomonas_palustris
137768,hisH,Rhodopseudomonas_palustris
137769,acsA,Rhodopseudomonas_palustris
137778,tolB,Rhodopseudomonas_palustris
137795,argG,Rhodopseudomonas_palustris
137802,rpsD,Rhodopseudomonas_palustris
137822,rplI,Rhodopseudomonas_palustris
137830,serS,Rhodopseudomonas_palustris
137832,pyrB,Rhodopseudomonas_palustris
137835,topA,Rhodopseudomonas_palustris
137837,rpsB,Rhodopseudomonas_palustris
137868,nadE,Rhodopseudomonas_palustris
137870,metG,Rhodopseudomonas_palustris
137877,pepA,Rhodopseudomonas_palustris
137883,polA,Rhodopseudomonas_palustris
137892,accD,Rhodopseudomonas_palustris
137907,rpsG,Rhodopseudomonas_palustris
137908,fusA,Rhodopseudomonas_palustris
137919,secA,Rhodopseudomonas_palustris
137924,gyrA,Rhodopseudomonas_palustris
137939,infA,Rhodopseudomonas_palustris
137947,frr,Rhodopseudomonas_palustris
137948,purF,Rhodopseudomonas_palustris
137964,adk,Rhodopseudomonas_palustris
137996,rpsM,Rhodopseudomonas_palustris
138002,gatB,Rhodopseudomonas_palustris
138037,atpG,Rhodopseudomonas_palustris
138049,guaA,Rhodopseudomonas_palustris
138055,rplE,Rhodopseudomonas_palustris
138065,rpmG,Rhodopseudomonas_palustris
138078,nuoD,Rhodopseudomonas_palustris
138096,lon,Rhodopseudomonas_palustris
138102,lexA,Rhodopseudomonas_palustris
138104,ffh,Rhodopseudomonas_palustris
138115,katG,Rhodopseudomonas_palustris
138127,rpoZ,Rhodopseudomonas_palustris
138130,pdxA,Rhodopseudomonas_palustris
138138,purM,Rhodopseudomonas_palustris
138162,pyrG,Rhodopseudomonas_palustris
138167,panB,Rhodopseudomonas_palustris
138205,rplK,Rhodopseudomonas_palustris
138229,map,Rhodopseudomonas_palustris
138233,bioB,Rhodopseudomonas_palustris
138251,tgt,Rhodopseudomonas_palustris
138252,dxr,Rhodopseudomonas_palustris
138255,dksA,Rhodopseudomonas_palustris
138258,rpsQ,Rhodopseudomonas_palustris
138260,rplC,Rhodopseudomonas_palustris
138272,gatA,Rhodopseudomonas_palustris
138281,rpmA,Rhodopseudomonas_palustris
138287,atpA,Rhodopseudomonas_palustris
138300,atpD,Rhodopseudomonas_palustris
138331,purL,Rhodopseudomonas_palustris
138334,proA,Rhodopseudomonas_palustris
138338,leuA,Rhodopseudomonas_palustris
138345,infB,Rhodopseudomonas_palustris
138362,folD,Rhodopseudomonas_palustris
138370,mfd,Rhodopseudomonas_palustris
138374,hisD,Rhodopseudomonas_palustris
138405,lipA,Rhodopseudomonas_palustris
138414,gyrB,Rhodopseudomonas_palustris
138419,glyQ,Rhodopseudomonas_palustris
138450,pdxH,Rhodopseudomonas_palustris
138452,htpG,Rhodopseudomonas_palustris
138557,pheS,Rhodopseudomonas_palustris
138558,lysS,Rhodopseudomonas_palustris
138561,rpsS,Rhodopseudomonas_palustris
138584,aspS,Rhodopseudomonas_palustris
138591,gltX,Rhodopseudomonas_palustris
138596,ispG,Rhodopseudomonas_palustris
138615,cysS,Rhodopseudomonas_palustris
138626,purC,Rhodopseudomonas_palustris
138637,trpB,Rhodopseudomonas_palustris
138638,eno,Rhodopseudomonas_palustris
138643,purK,Rhodopseudomonas_palustris
138648,leuD,Rhodopseudomonas_palustris
138655,glmU,Rhodopseudomonas_palustris
138736,rpsI,Rhodopseudomonas_palustris
138748,glcB,Rhodopseudomonas_palustris
138762,ilvD,Rhodopseudomonas_palustris
138764,gatC,Rhodopseudomonas_palustris
138767,hemE,Rhodopseudomonas_palustris
138773,rplT,Rhodopseudomonas_palustris
138778,pdxJ,Rhodopseudomonas_palustris
138779,prs,Rhodopseudomonas_palustris
138785,dapF,Rhodopseudomonas_palustris
138787,rpsC,Rhodopseudomonas_palustris
138790,rplP,Rhodopseudomonas_palustris
138798,rpoA,Rhodopseudomonas_palustris
138799,sucC,Rhodopseudomonas_palustris
138861,rplS,Rhodopseudomonas_palustris
138865,nusG,Rhodopseudomonas_palustris
138884,folE,Rhodopseudomonas_palustris
138896,rsmH,Rhodopseudomonas_palustris
138935,cysC,Rhodopseudomonas_palustris
138945,surE,Rhodopseudomonas_palustris
138946,parE,Rhodopseudomonas_palustris
138987,hisS,Rhodopseudomonas_palustris
139006,aroA,Rhodopseudomonas_palustris
139029,rplD,Rhodopseudomonas_palustris
139065,purA,Rhodopseudomonas_palustris
139079,aroB,Rhodopseudomonas_palustris
139084,purN,Rhodopseudomonas_palustris
139108,glmM,Rhodopseudomonas_palustris
139110,rplY,Rhodopseudomonas_palustris
139112,carA,Rhodopseudomonas_palustris
139133,rimO,Rhodopseudomonas_palustris
139179,trpC,Rhodopseudomonas_palustris
139235,rpoD,Rhodopseudomonas_palustris
139279,trpD,Rhodopseudomonas_palustris
139287,dapB,Rhodopseudomonas_palustris
139340,aroC,Rhodopseudomonas_palustris
139378,gpsA,Rhodopseudomonas_palustris
139390,prfC,Rhodopseudomonas_palustris
139398,trmD,Rhodopseudomonas_palustris
139413,rpe,Rhodopseudomonas_palustris
139419,dnaX,Rhodopseudomonas_palustris
139423,rpmB,Rhodopseudomonas_palustris
139428,rplO,Rhodopseudomonas_palustris
139439,argH,Rhodopseudomonas_palustris
139483,ppk,Rhodopseudomonas_palustris
139497,glgB,Rhodopseudomonas_palustris
139528,proC,Rhodopseudomonas_palustris
139533,trpA,Rhodopseudomonas_palustris
139569,tal,Rhodopseudomonas_palustris
139576,fumC,Rhodopseudomonas_palustris
139582,queC,Rhodopseudomonas_palustris
139614,glsA,Rhodopseudomonas_palustris
139616,murB,Rhodopseudomonas_palustris
139678,ftsY,Rhodopseudomonas_palustris
139712,murA,Rhodopseudomonas_palustris
139744,ftsH,Rhodopseudomonas_palustris
139751,gshB,Rhodopseudomonas_palustris
139768,rlmN,Rhodopseudomonas_palustris
139773,pyrE,Rhodopseudomonas_palustris
139785,tpiA,Rhodopseudomonas_palustris
139802,secB,Rhodopseudomonas_palustris
139836,mnmA,Rhodopseudomonas_palustris
139927,uvrA,Rhodopseudomonas_palustris
140065,ftsZ,Rhodopseudomonas_palustris
140101,rsfS,Rhodopseudomonas_palustris
140146,rplA,Rhodopseudomonas_palustris
140664,clpB,Rhodopseudomonas_palustris
140755,recA,Rhodopseudomonas_palustris
140806,fmt,Rhodopseudomonas_palustris
140872,kdsB,Rhodopseudomonas_palustris
141013,accA,Rhodopseudomonas_palustris
141109,mutS,Rhodopseudomonas_palustris
141266,obg,Rhodopseudomonas_palustris
141297,purQ,Rhodopseudomonas_palustris
141543,pyrF,Rhodopseudomonas_palustris
141660,fbp,Rhodopseudomonas_palustris
141902,ppa,Rhodopseudomonas_palustris
141953,rplV,Rhodopseudomonas_palustris
142309,ackA,Rhodopseudomonas_palustris
142969,trmB,Rhodopseudomonas_palustris
143593,ligA,Rhodopseudomonas_palustris
143912,hslU,Rhodopseudomonas_palustris
143996,dnaJ,Rhodopseudomonas_palustris
144334,nuoC,Rhodopseudomonas_palustris
145371,murE,Rhodopseudomonas_palustris
146067,msrA,Rhodopseudomonas_palustris
146362,glnE,Rhodopseudomonas_palustris
146528,lepA,Rhodopseudomonas_palustris
146990,rnr,Rhodopseudomonas_palustris
148082,hflX,Rhodopseudomonas_palustris
148276,rplQ,Rhodopseudomonas_palustris
149045,purE,Rhodopseudomonas_palustris
150471,ribH,Rhodopseudomonas_palustris
151458,murD,Rhodopseudomonas_palustris
151647,rpmD,Rhodopseudomonas_palustris
151995,der,Rhodopseudomonas_palustris
152215,menB,Rhodopseudomonas_palustris
153330,atpH,Rhodopseudomonas_palustris
153375,era,Rhodopseudomonas_palustris
153551,grpE,Rhodopseudomonas_palustris
153950,lipB,Rhodopseudomonas_palustris
157281,gmk,Rhodopseudomonas_palustris
158698,cysK,Ruminococcus_gnavus
158699,tyrS,Ruminococcus_gnavus
158704,tsf,Ruminococcus_gnavus
158707,groL,Ruminococcus_gnavus
158708,rpsT,Ruminococcus_gnavus
158710,lysS,Ruminococcus_gnavus
158711,rplA,Ruminococcus_gnavus
158713,rplB,Ruminococcus_gnavus
158723,rplW,Ruminococcus_gnavus
158731,pnp,Ruminococcus_gnavus
158734,rpsS,Ruminococcus_gnavus
158735,rpsB,Ruminococcus_gnavus
158736,rpmC,Ruminococcus_gnavus
158739,rpsH,Ruminococcus_gnavus
158741,pckA,Ruminococcus_gnavus
158747,ftsY,Ruminococcus_gnavus
158748,rpsM,Ruminococcus_gnavus
158754,ackA,Ruminococcus_gnavus
158757,ftsZ,Ruminococcus_gnavus
158768,pgk,Ruminococcus_gnavus
158776,rpsQ,Ruminococcus_gnavus
158780,thrC,Ruminococcus_gnavus
158782,proB,Ruminococcus_gnavus
158793,tuf,Ruminococcus_gnavus
158797,rplL,Ruminococcus_gnavus
158799,leuS,Ruminococcus_gnavus
158800,glyA,Ruminococcus_gnavus
158809,tpiA,Ruminococcus_gnavus
158817,rpsJ,Ruminococcus_gnavus
158823,prfA,Ruminococcus_gnavus
158845,alaS,Ruminococcus_gnavus
158852,tig,Ruminococcus_gnavus
158856,rpmI,Ruminococcus_gnavus
158859,rplQ,Ruminococcus_gnavus
158862,infC,Ruminococcus_gnavus
158873,rpsK,Ruminococcus_gnavus
158890,pfkA,Ruminococcus_gnavus
158909,rpsE,Ruminococcus_gnavus
158912,accA,Ruminococcus_gnavus
158918,rplC,Ruminococcus_gnavus
158930,rplS,Ruminococcus_gnavus
158943,pyk,Ruminococcus_gnavus
158951,gltA,Ruminococcus_gnavus
158955,purA,Ruminococcus_gnavus
158978,rpmD,Ruminococcus_gnavus
158980,ALB,Ruminococcus_gnavus
158982,dnaK,Ruminococcus_gnavus
158992,gap,Ruminococcus_gnavus
158996,carB,Ruminococcus_gnavus
159008,metK,Ruminococcus_gnavus
159009,rplE,Ruminococcus_gnavus
159011,trxB,Ruminococcus_gnavus
159016,serS,Ruminococcus_gnavus
159042,rfbB,Ruminococcus_gnavus
159045,glyS,Ruminococcus_gnavus
159054,rpsO,Ruminococcus_gnavus
159055,fusA,Ruminococcus_gnavus
159071,rplU,Ruminococcus_gnavus
159076,rpmF,Ruminococcus_gnavus
159085,rpoB,Ruminococcus_gnavus
159103,typA,Ruminococcus_gnavus
159107,nadE,Ruminococcus_gnavus
159109,pfp,Ruminococcus_gnavus
159123,infB,Ruminococcus_gnavus
159124,ileS,Ruminococcus_gnavus
159128,gpmI,Ruminococcus_gnavus
159144,rpsD,Ruminococcus_gnavus
159166,glmM,Ruminococcus_gnavus
159170,rpsP,Ruminococcus_gnavus
159192,rpoC,Ruminococcus_gnavus
159196,rnr,Ruminococcus_gnavus
159197,guaB,Ruminococcus_gnavus
159198,smc,Ruminococcus_gnavus
159199,rpsN,Ruminococcus_gnavus
159200,miaB,Ruminococcus_gnavus
159206,lepA,Ruminococcus_gnavus
159207,rplO,Ruminococcus_gnavus
159219,rplJ,Ruminococcus_gnavus
159228,rpsF,Ruminococcus_gnavus
159234,aspS,Ruminococcus_gnavus
159243,proC,Ruminococcus_gnavus
159259,prs,Ruminococcus_gnavus
159293,rimP,Ruminococcus_gnavus
159296,rpsR,Ruminococcus_gnavus
159301,atpC,Ruminococcus_gnavus
159317,glgC,Ruminococcus_gnavus
159322,glmS,Ruminococcus_gnavus
159327,rpsG,Ruminococcus_gnavus
159329,ffh,Ruminococcus_gnavus
159347,proS,Ruminococcus_gnavus
159351,leuD,Ruminococcus_gnavus
159376,pyrH,Ruminococcus_gnavus
159378,bioB,Ruminococcus_gnavus
159380,pyrE,Ruminococcus_gnavus
159381,ilvC,Ruminococcus_gnavus
159383,rplD,Ruminococcus_gnavus
159385,prfB,Ruminococcus_gnavus
159389,rplN,Ruminococcus_gnavus
159394,rplX,Ruminococcus_gnavus
159403,rpoZ,Ruminococcus_gnavus
159415,adk,Ruminococcus_gnavus
159426,mgsA,Ruminococcus_gnavus
159457,pheT,Ruminococcus_gnavus
159471,trpS,Ruminococcus_gnavus
159472,rny,Ruminococcus_gnavus
159473,atpD,Ruminococcus_gnavus
159487,ychF,Ruminococcus_gnavus
159499,rplV,Ruminococcus_gnavus
159513,aroA,Ruminococcus_gnavus
159541,pta,Ruminococcus_gnavus
159551,fhs,Ruminococcus_gnavus
159560,secA,Ruminococcus_gnavus
159584,pdxS,Ruminococcus_gnavus
159588,upp,Ruminococcus_gnavus
159605,ddl,Ruminococcus_gnavus
159609,greA,Ruminococcus_gnavus
159634,thrS,Ruminococcus_gnavus
159645,pgi,Ruminococcus_gnavus
159650,metG,Ruminococcus_gnavus
159655,rplM,Ruminococcus_gnavus
159664,rpsL,Ruminococcus_gnavus
159668,asnS,Ruminococcus_gnavus
159671,rplK,Ruminococcus_gnavus
159690,rplP,Ruminococcus_gnavus
159704,groS,Ruminococcus_gnavus
159707,tal,Ruminococcus_gnavus
159711,rpsC,Ruminococcus_gnavus
159713,serC,Ruminococcus_gnavus
159714,glnA,Ruminococcus_gnavus
159716,nusA,Ruminococcus_gnavus
159744,rplF,Ruminococcus_gnavus
159771,argF,Ruminococcus_gnavus
159772,purF,Ruminococcus_gnavus
159785,rfbA,Ruminococcus_gnavus
159801,rsmH,Ruminococcus_gnavus
159826,pyrG,Ruminococcus_gnavus
159843,dxs,Ruminococcus_gnavus
159880,dapA,Ruminococcus_gnavus
160016,pyrD,Ruminococcus_gnavus
160026,murE,Ruminococcus_gnavus
160041,trmB,Ruminococcus_gnavus
160080,galE,Ruminococcus_gnavus
160105,murB,Ruminococcus_gnavus
160115,selD,Ruminococcus_gnavus
160151,pepT,Ruminococcus_gnavus
160169,dnaJ,Ruminococcus_gnavus
160208,carA,Ruminococcus_gnavus
160225,queA,Ruminococcus_gnavus
160238,guaA,Ruminococcus_gnavus
160275,glnS,Ruminococcus_gnavus
160288,leuC,Ruminococcus_gnavus
160319,glgA,Ruminococcus_gnavus
160332,fabD,Ruminococcus_gnavus
160391,murF,Ruminococcus_gnavus
160502,murC,Ruminococcus_gnavus
160561,rpmA,Ruminococcus_gnavus
160568,argH,Ruminococcus_gnavus
160591,valS,Ruminococcus_gnavus
160640,atpA,Ruminococcus_gnavus
160674,ilvD,Ruminococcus_gnavus
160829,gyrA,Ruminococcus_gnavus
160834,ldh,Ruminococcus_gnavus
160838,clpB,Ruminococcus_gnavus
160845,folD,Ruminococcus_gnavus
160872,rimO,Ruminococcus_gnavus
160882,cmk,Ruminococcus_gnavus
161005,rpe,Ruminococcus_gnavus
161046,dnaX,Ruminococcus_gnavus
161047,acpP,Ruminococcus_gnavus
161051,mutS,Ruminococcus_gnavus
161055,thiC,Stigmatella_aurantiaca
161058,rplC,Stigmatella_aurantiaca
161060,rpsD,Stigmatella_aurantiaca
161065,icd,Stigmatella_aurantiaca
161069,accD,Stigmatella_aurantiaca
161070,rpsR,Stigmatella_aurantiaca
161071,rpsQ,Stigmatella_aurantiaca
161081,sucC,Stigmatella_aurantiaca
161089,prfA,Stigmatella_aurantiaca
161090,pnp,Stigmatella_aurantiaca
161092,rpsK,Stigmatella_aurantiaca
161093,groL,Stigmatella_aurantiaca
161094,dnaK,Stigmatella_aurantiaca
161096,rpsB,Stigmatella_aurantiaca
161098,rpmE,Stigmatella_aurantiaca
161099,tatA,Stigmatella_aurantiaca
161106,sucD,Stigmatella_aurantiaca
161107,rpmD,Stigmatella_aurantiaca
161112,rplB,Stigmatella_aurantiaca
161113,gap,Stigmatella_aurantiaca
161115,rplY,Stigmatella_aurantiaca
161129,tig,Stigmatella_aurantiaca
161132,glmU,Stigmatella_aurantiaca
161133,ahpC,Stigmatella_aurantiaca
161138,rplL,Stigmatella_aurantiaca
161139,tuf,Stigmatella_aurantiaca
161140,rpoA,Stigmatella_aurantiaca
161147,rpsC,Stigmatella_aurantiaca
161151,tsf,Stigmatella_aurantiaca
161157,groS,Stigmatella_aurantiaca
161171,lysS,Stigmatella_aurantiaca
161173,rpoB,Stigmatella_aurantiaca
161181,rpsJ,Stigmatella_aurantiaca
161183,fusA,Stigmatella_aurantiaca
161184,rplA,Stigmatella_aurantiaca
161186,rplM,Stigmatella_aurantiaca
161188,acpP,Stigmatella_aurantiaca
161195,eno,Stigmatella_aurantiaca
161196,rpsH,Stigmatella_aurantiaca
161206,rplO,Stigmatella_aurantiaca
161214,ahcY,Stigmatella_aurantiaca
161225,tpiA,Stigmatella_aurantiaca
161230,argG,Stigmatella_aurantiaca
161233,apt,Stigmatella_aurantiaca
161236,etfA,Stigmatella_aurantiaca
161243,rplE,Stigmatella_aurantiaca
161245,thrS,Stigmatella_aurantiaca
161253,rplK,Stigmatella_aurantiaca
161259,rplR,Stigmatella_aurantiaca
161279,frr,Stigmatella_aurantiaca
161282,ndk,Stigmatella_aurantiaca
161287,grpE,Stigmatella_aurantiaca
161289,rplJ,Stigmatella_aurantiaca
161313,rplW,Stigmatella_aurantiaca
161332,aspS,Stigmatella_aurantiaca
161334,glnA,Stigmatella_aurantiaca
161335,efp,Stigmatella_aurantiaca
161339,rpoC,Stigmatella_aurantiaca
161372,murE,Stigmatella_aurantiaca
161374,rplT,Stigmatella_aurantiaca
161391,rpsG,Stigmatella_aurantiaca
161400,htpG,Stigmatella_aurantiaca
161401,acnA,Stigmatella_aurantiaca
161404,rpsL,Stigmatella_aurantiaca
161406,cysC,Stigmatella_aurantiaca
161413,topA,Stigmatella_aurantiaca
161416,accB,Stigmatella_aurantiaca
161423,gltA,Stigmatella_aurantiaca
161425,mdh,Stigmatella_aurantiaca
161437,rpmA,Stigmatella_aurantiaca
161451,serS,Stigmatella_aurantiaca
161454,infC,Stigmatella_aurantiaca
161466,rfbA,Stigmatella_aurantiaca
161476,rplP,Stigmatella_aurantiaca
161485,gcvH,Stigmatella_aurantiaca
161488,fumC,Stigmatella_aurantiaca
161490,nusA,Stigmatella_aurantiaca
161491,atpD,Stigmatella_aurantiaca
161505,rplD,Stigmatella_aurantiaca
161526,gcvT,Stigmatella_aurantiaca
161531,rpoD,Stigmatella_aurantiaca
161620,proB,Stigmatella_aurantiaca
161625,adk,Stigmatella_aurantiaca
161630,argF,Stigmatella_aurantiaca
161640,rplQ,Stigmatella_aurantiaca
161645,leuS,Stigmatella_aurantiaca
161666,clpP,Stigmatella_aurantiaca
161680,glgB,Stigmatella_aurantiaca
161689,gyrB,Stigmatella_aurantiaca
161694,glyA,Stigmatella_aurantiaca
161699,glyS,Stigmatella_aurantiaca
161710,pgk,Stigmatella_aurantiaca
161712,argC,Stigmatella_aurantiaca
161714,aroC,Stigmatella_aurantiaca
161716,rho,Stigmatella_aurantiaca
161728,secA,Stigmatella_aurantiaca
161737,accC,Stigmatella_aurantiaca
161738,tal,Stigmatella_aurantiaca
161741,purL,Stigmatella_aurantiaca
161760,etfB,Stigmatella_aurantiaca
161775,fabF,Stigmatella_aurantiaca
161778,clpX,Stigmatella_aurantiaca
161782,atpF,Stigmatella_aurantiaca
161830,rfbB,Stigmatella_aurantiaca
161835,atpH,Stigmatella_aurantiaca
161843,gltX,Stigmatella_aurantiaca
161848,metG,Stigmatella_aurantiaca
161850,fabG,Stigmatella_aurantiaca
161865,valS,Stigmatella_aurantiaca
161879,rplV,Stigmatella_aurantiaca
161954,asd,Stigmatella_aurantiaca
161978,infB,Stigmatella_aurantiaca
161995,nusG,Stigmatella_aurantiaca
162043,carB,Stigmatella_aurantiaca
162091,rplN,Stigmatella_aurantiaca
162105,atpA,Stigmatella_aurantiaca
162114,fabD,Stigmatella_aurantiaca
162124,pdhA,Stigmatella_aurantiaca
162127,nuoD,Stigmatella_aurantiaca
162142,cysK,Stigmatella_aurantiaca
162174,rpsS,Stigmatella_aurantiaca
162288,lon,Stigmatella_aurantiaca
162390,tyrS,Stigmatella_aurantiaca
162473,hemE,Stigmatella_aurantiaca
162490,pfkA,Stigmatella_aurantiaca
162544,prs,Stigmatella_aurantiaca
162617,speA,Stigmatella_aurantiaca
162624,rpsE,Stigmatella_aurantiaca
162625,rplI,Stigmatella_aurantiaca
162647,rsfS,Stigmatella_aurantiaca
162657,typA,Stigmatella_aurantiaca
162715,rpsP,Stigmatella_aurantiaca
162717,rpsO,Stigmatella_aurantiaca
162721,rplF,Stigmatella_aurantiaca
162733,rpsI,Stigmatella_aurantiaca
162735,argH,Stigmatella_aurantiaca
162795,pdxH,Stigmatella_aurantiaca
162977,ychF,Stigmatella_aurantiaca
163054,pheT,Stigmatella_aurantiaca
163087,rimO,Stigmatella_aurantiaca
163104,nusB,Stigmatella_aurantiaca
163253,hemL,Stigmatella_aurantiaca
163255,argB,Stigmatella_aurantiaca
163278,gatC,Stigmatella_aurantiaca
163463,trpS,Stigmatella_aurantiaca
163468,prmA,Stigmatella_aurantiaca
163476,pgk,Streptomyces_griseorubens
163505,groEL,Streptomyces_griseorubens
163572,ALB,Streptomyces_griseorubens
163602,rplS,Streptomyces_griseorubens
163629,dnaK,Streptomyces_griseorubens
163651,polA,Streptomyces_griseorubens
163657,eno,Streptomyces_griseorubens
163660,clpB,Streptomyces_griseorubens
163779,fusA,Streptomyces_griseorubens
163862,glpK,Streptomyces_griseorubens
164040,acnA,Streptomyces_griseorubens
164150,rpsA,Streptomyces_griseorubens
164647,glmU,Streptomyces_griseorubens
165033,aspA,Streptomyces_griseorubens
165595,typA,Sulfobacillus_thermosulfidooxidans
165596,prfA,Sulfobacillus_thermosulfidooxidans
165598,infB,Sulfobacillus_thermosulfidooxidans
165599,lipA,Sulfobacillus_thermosulfidooxidans
165600,groL,Sulfobacillus_thermosulfidooxidans
165603,rplL,Sulfobacillus_thermosulfidooxidans
165609,polA,Sulfobacillus_thermosulfidooxidans
165610,ppa,Sulfobacillus_thermosulfidooxidans
165613,rplF,Sulfobacillus_thermosulfidooxidans
165616,tuf,Sulfobacillus_thermosulfidooxidans
165623,ftsZ,Sulfobacillus_thermosulfidooxidans
165630,purD,Sulfobacillus_thermosulfidooxidans
165634,rplB,Sulfobacillus_thermosulfidooxidans
165650,menB,Sulfobacillus_thermosulfidooxidans
165652,rpsI,Sulfobacillus_thermosulfidooxidans
165656,tal,Sulfobacillus_thermosulfidooxidans
165661,dnaK,Sulfobacillus_thermosulfidooxidans
165663,glnA,Sulfobacillus_thermosulfidooxidans
165664,mdh,Sulfobacillus_thermosulfidooxidans
165679,rpsP,Sulfobacillus_thermosulfidooxidans
165680,efp,Sulfobacillus_thermosulfidooxidans
165681,pheT,Sulfobacillus_thermosulfidooxidans
