,Gene,Organism
114732,rplU,Delftia_acidovorans
114733,rpsM,Delftia_acidovorans
114734,rplY,Delftia_acidovorans
114741,rpoC,Delftia_acidovorans
114744,nusA,Delftia_acidovorans
114746,rpsS,Delftia_acidovorans
114748,glyS,Delftia_acidovorans
114750,purK,Delftia_acidovorans
114757,thrS,Delftia_acidovorans
114763,rplO,Delftia_acidovorans
114768,mutS,Delftia_acidovorans
114769,serS,Delftia_acidovorans
114777,alaS,Delftia_acidovorans
114781,groS,Delftia_acidovorans
114798,pepA,Delftia_acidovorans
114809,rplT,Delftia_acidovorans
114820,rpmD,Delftia_acidovorans
114831,purL,Delftia_acidovorans
114833,gcvP,Delftia_acidovorans
114838,acpP,Delftia_acidovorans
114841,rplK,Delftia_acidovorans
114845,trpS,Delftia_acidovorans
114847,purM,Delftia_acidovorans
114848,leuA,Delftia_acidovorans
114853,rplR,Delftia_acidovorans
114856,lon,Delftia_acidovorans
114861,rplD,Delftia_acidovorans
114864,rplV,Delftia_acidovorans
114866,infA,Delftia_acidovorans
114868,atpA,Delftia_acidovorans
114889,rpsP,Delftia_acidovorans
114904,rpsO,Delftia_acidovorans
114909,pgk,Delftia_acidovorans
114911,rpmF,Delftia_acidovorans
114915,rpsJ,Delftia_acidovorans
114918,eno,Delftia_acidovorans
114919,ilvC,Delftia_acidovorans
114924,hslU,Delftia_acidovorans
114926,rpsN,Delftia_acidovorans
114936,htpG,Delftia_acidovorans
114938,pnp,Delftia_acidovorans
114959,ackA,Delftia_acidovorans
114968,rpsK,Delftia_acidovorans
114972,purD,Delftia_acidovorans
114984,frr,Delftia_acidovorans
114994,tpiA,Delftia_acidovorans
114999,aroC,Delftia_acidovorans
115005,thiC,Delftia_acidovorans
115010,dxs,Delftia_acidovorans
115033,glnS,Delftia_acidovorans
115036,pheT,Delftia_acidovorans
115054,fmt,Delftia_acidovorans
115060,ppa,Delftia_acidovorans
115087,cmk,Delftia_acidovorans
115094,rpsG,Delftia_acidovorans
115118,ilvE,Delftia_acidovorans
115124,rplN,Delftia_acidovorans
115129,metG,Delftia_acidovorans
115132,gyrA,Delftia_acidovorans
115137,clpP,Delftia_acidovorans
115150,gshB,Delftia_acidovorans
115153,prs,Delftia_acidovorans
115154,atpG,Delftia_acidovorans
115161,argB,Delftia_acidovorans
115166,hisH,Delftia_acidovorans
115168,fumC,Delftia_acidovorans
115180,upp,Delftia_acidovorans
115200,rplQ,Delftia_acidovorans
115204,proA,Delftia_acidovorans
115228,dapB,Delftia_acidovorans
115240,argS,Delftia_acidovorans
115245,rpsI,Delftia_acidovorans
115248,rimM,Delftia_acidovorans
115257,trpA,Delftia_acidovorans
115261,trpD,Delftia_acidovorans
115277,dapD,Delftia_acidovorans
115289,glyQ,Delftia_acidovorans
115294,argD,Delftia_acidovorans
115317,ettA,Delftia_acidovorans
115320,hisC,Delftia_acidovorans
115326,dapA,Delftia_acidovorans
115337,rpsU,Delftia_acidovorans
115374,secA,Delftia_acidovorans
115411,grpE,Delftia_acidovorans
115426,hisS,Delftia_acidovorans
115428,hemL,Delftia_acidovorans
115435,asd,Delftia_acidovorans
115439,secB,Delftia_acidovorans
115480,hisD,Delftia_acidovorans
115482,cysS,Delftia_acidovorans
115485,glcB,Delftia_acidovorans
115490,valS,Delftia_acidovorans
115511,proC,Delftia_acidovorans
115534,atpC,Delftia_acidovorans
115536,rpmI,Delftia_acidovorans
115552,thrB,Delftia_acidovorans
115565,recA,Delftia_acidovorans
115570,atpH,Delftia_acidovorans
115572,def,Delftia_acidovorans
115573,ileS,Delftia_acidovorans
115593,adk,Delftia_acidovorans
115618,lepA,Delftia_acidovorans
115621,glnE,Delftia_acidovorans
115656,glmS,Delftia_acidovorans
115664,argC,Delftia_acidovorans
115670,selD,Delftia_acidovorans
115679,serC,Delftia_acidovorans
115702,accA,Delftia_acidovorans
115712,gltX,Delftia_acidovorans
115725,purH,Delftia_acidovorans
115736,gcvH,Delftia_acidovorans
115748,murF,Delftia_acidovorans
115776,ispG,Delftia_acidovorans
115797,ftsZ,Delftia_acidovorans
115801,glmM,Delftia_acidovorans
115802,trmB,Delftia_acidovorans
115811,kdsA,Delftia_acidovorans
115821,ffh,Delftia_acidovorans
115822,glpK,Delftia_acidovorans
115823,gyrB,Delftia_acidovorans
115835,pxpA,Delftia_acidovorans
115842,prfC,Delftia_acidovorans
115857,lpxD,Delftia_acidovorans
115949,purA,Delftia_acidovorans
115991,nuoB,Delftia_acidovorans
116280,folD,Delftia_acidovorans
116289,map,Delftia_acidovorans
116313,rlmN,Delftia_acidovorans
116329,pyrD,Delftia_acidovorans
116356,hisA,Delftia_acidovorans
116460,panC,Delftia_acidovorans
116468,greA,Delftia_acidovorans
116473,polA,Delftia_acidovorans
116489,trpB,Delftia_acidovorans
116506,murC,Delftia_acidovorans
116562,rpmA,Delftia_acidovorans
116692,rpsL,Delftia_acidovorans
116776,leuC,Delftia_acidovorans
116882,coaBC,Delftia_acidovorans
116896,metK,Delftia_acidovorans
116996,clpX,Delftia_acidovorans
117074,pyrB,Delftia_acidovorans
117102,parC,Delftia_acidovorans
117106,mreB,Delftia_acidovorans
117182,ribH,Delftia_acidovorans
117247,msrA,Delftia_acidovorans
117326,rimO,Delftia_acidovorans
117437,der,Delftia_acidovorans
117640,murE,Delftia_acidovorans
117733,tal,Delftia_acidovorans
118044,mfd,Delftia_acidovorans
118113,guaA,Delftia_acidovorans
118148,argJ,Delftia_acidovorans
118272,purU,Delftia_acidovorans
118317,gmk,Delftia_acidovorans
118351,lexA,Delftia_acidovorans
118363,pheS,Delftia_acidovorans
118377,purE,Delftia_acidovorans
118386,ftsA,Delftia_acidovorans
118389,leuB,Delftia_acidovorans
118396,rpsD,Mycobacterium_smegmatis
118398,rplX,Mycobacterium_smegmatis
118400,rplL,Mycobacterium_smegmatis
118406,rplI,Mycobacterium_smegmatis
118408,prfA,Mycobacterium_smegmatis
118410,groEL,Mycobacterium_smegmatis
118411,rho,Mycobacterium_smegmatis
118418,ilvC,Mycobacterium_smegmatis
118419,metK,Mycobacterium_smegmatis
118423,rpsC,Mycobacterium_smegmatis
118434,tuf,Mycobacterium_smegmatis
118440,sucC,Mycobacterium_smegmatis
118449,rplJ,Mycobacterium_smegmatis
118463,rpsB,Mycobacterium_smegmatis
118473,tig,Mycobacterium_smegmatis
118475,rplO,Mycobacterium_smegmatis
118483,rpsA,Mycobacterium_smegmatis
118486,leuA,Mycobacterium_smegmatis
118488,accC,Mycobacterium_smegmatis
118506,serC,Mycobacterium_smegmatis
118513,acnA,Mycobacterium_smegmatis
118525,etfA,Mycobacterium_smegmatis
118532,rocD,Mycobacterium_smegmatis
118533,gatB,Mycobacterium_smegmatis
118535,rpsF,Mycobacterium_smegmatis
118558,rpoA,Mycobacterium_smegmatis
118562,glyA,Mycobacterium_smegmatis
118572,rplS,Mycobacterium_smegmatis
118577,atpA,Mycobacterium_smegmatis
118578,rpoB,Mycobacterium_smegmatis
118580,rplB,Mycobacterium_smegmatis
118599,ahcY,Mycobacterium_smegmatis
118603,argS,Mycobacterium_smegmatis
118620,rpsI,Mycobacterium_smegmatis
118624,tsf,Mycobacterium_smegmatis
118628,tpx,Mycobacterium_smegmatis
118638,rpoC,Mycobacterium_smegmatis
118639,carB,Mycobacterium_smegmatis
118641,etfB,Mycobacterium_smegmatis
118642,atpD,Mycobacterium_smegmatis
118645,rpsG,Mycobacterium_smegmatis
118652,rpsE,Mycobacterium_smegmatis
118656,rplA,Mycobacterium_smegmatis
118686,murA,Mycobacterium_smegmatis
118687,fumC,Mycobacterium_smegmatis
118710,thrS,Mycobacterium_smegmatis
118743,rplV,Mycobacterium_smegmatis
118748,ahpC,Mycobacterium_smegmatis
118769,rplE,Mycobacterium_smegmatis
118771,recA,Mycobacterium_smegmatis
118786,rplW,Mycobacterium_smegmatis
118814,hisG,Mycobacterium_smegmatis
118821,rplU,Mycobacterium_smegmatis
118828,glnE,Mycobacterium_smegmatis
118875,leuS,Mycobacterium_smegmatis
118880,hisS,Mycobacterium_smegmatis
118882,asd,Mycobacterium_smegmatis
118886,rpsJ,Mycobacterium_smegmatis
118890,ettA,Mycobacterium_smegmatis
118892,dnaN,Mycobacterium_smegmatis
118922,acpP,Mycobacterium_smegmatis
118924,rpoZ,Mycobacterium_smegmatis
118928,gcvH,Mycobacterium_smegmatis
118949,rpsH,Mycobacterium_smegmatis
118966,rimP,Mycobacterium_smegmatis
118967,typA,Mycobacterium_smegmatis
118988,rplT,Mycobacterium_smegmatis
119002,aroC,Mycobacterium_smegmatis
119016,atpG,Mycobacterium_smegmatis
119019,trpA,Mycobacterium_smegmatis
119020,rplD,Mycobacterium_smegmatis
119025,purH,Mycobacterium_smegmatis
119026,pheT,Mycobacterium_smegmatis
119040,valS,Mycobacterium_smegmatis
119057,hemE,Mycobacterium_smegmatis
119058,purB,Mycobacterium_smegmatis
119087,ispG,Mycobacterium_smegmatis
119124,pepA,Mycobacterium_smegmatis
119134,ftsZ,Mycobacterium_smegmatis
119153,smc,Mycobacterium_smegmatis
119168,argG,Mycobacterium_smegmatis
119187,pdhA,Mycobacterium_smegmatis
119193,rplM,Mycobacterium_smegmatis
119194,prfB,Mycobacterium_smegmatis
119227,coaBC,Mycobacterium_smegmatis
119252,rpsS,Mycobacterium_smegmatis
119268,gcvP,Mycobacterium_smegmatis
119271,rpsK,Mycobacterium_smegmatis
119317,rplC,Mycobacterium_smegmatis
119347,topA,Mycobacterium_smegmatis
119381,rplR,Mycobacterium_smegmatis
119456,dxr,Mycobacterium_smegmatis
119497,rpsO,Mycobacterium_smegmatis
119498,purU,Mycobacterium_smegmatis
119518,rpsP,Mycobacterium_smegmatis
119553,ddl,Mycobacterium_smegmatis
119620,rpmA,Mycobacterium_smegmatis
119631,lexA,Mycobacterium_smegmatis
119638,purA,Mycobacterium_smegmatis
119641,rplF,Mycobacterium_smegmatis
119658,frr,Mycobacterium_smegmatis
119764,dapD,Mycobacterium_smegmatis
119783,pgk,Mycobacterium_smegmatis
119800,pyrG,Mycobacterium_smegmatis
119807,hisH,Mycobacterium_smegmatis
119809,tyrS,Mycobacterium_smegmatis
119831,trpD,Mycobacterium_smegmatis
119856,proS,Mycobacterium_smegmatis
119897,proC,Mycobacterium_smegmatis
119916,grpE,Mycobacterium_smegmatis
119960,purD,Mycobacterium_smegmatis
119992,rpmD,Mycobacterium_smegmatis
120063,rplK,Mycobacterium_smegmatis
120121,rpsT,Mycobacterium_smegmatis
120124,adk,Mycobacterium_smegmatis
120164,ilvE,Mycobacterium_smegmatis
120179,nusG,Mycobacterium_smegmatis
120208,rplQ,Mycobacterium_smegmatis
120294,thrC,Mycobacterium_smegmatis
120371,thrB,Mycobacterium_smegmatis
120379,def,Mycobacterium_smegmatis
120745,alaS,Mycobacterium_smegmatis
120808,aroB,Mycobacterium_smegmatis
120820,glcB,Mycobacterium_smegmatis
120848,rpsL,Paracoccus_denitrificans
120849,rplL,Paracoccus_denitrificans
120851,rpsM,Paracoccus_denitrificans
120854,purH,Paracoccus_denitrificans
120859,rplO,Paracoccus_denitrificans
120860,rpsS,Paracoccus_denitrificans
120867,dnaK,Paracoccus_denitrificans
120868,prfB,Paracoccus_denitrificans
120872,prfA,Paracoccus_denitrificans
120876,atpA,Paracoccus_denitrificans
120877,sucD,Paracoccus_denitrificans
120887,rne,Paracoccus_denitrificans
120889,rpsF,Paracoccus_denitrificans
120890,rplM,Paracoccus_denitrificans
120892,eno,Paracoccus_denitrificans
120893,lepA,Paracoccus_denitrificans
120894,pepA,Paracoccus_denitrificans
120895,rplB,Paracoccus_denitrificans
120905,fusA,Paracoccus_denitrificans
120907,sucC,Paracoccus_denitrificans
120910,rpsK,Paracoccus_denitrificans
120911,rpmB,Paracoccus_denitrificans
120915,rpsP,Paracoccus_denitrificans
120916,rpmE,Paracoccus_denitrificans
120917,rplA,Paracoccus_denitrificans
120920,rplK,Paracoccus_denitrificans
120923,rpoB,Paracoccus_denitrificans
120924,rplI,Paracoccus_denitrificans
120935,msrA,Paracoccus_denitrificans
120939,secB,Paracoccus_denitrificans
120942,tatA,Paracoccus_denitrificans
120943,aspS,Paracoccus_denitrificans
120949,rplC,Paracoccus_denitrificans
120954,rplT,Paracoccus_denitrificans
120963,tig,Paracoccus_denitrificans
120967,rplQ,Paracoccus_denitrificans
120971,clpB,Paracoccus_denitrificans
120981,rpmC,Paracoccus_denitrificans
120985,tsf,Paracoccus_denitrificans
120990,ftsZ,Paracoccus_denitrificans
121000,efp,Paracoccus_denitrificans
121020,pnp,Paracoccus_denitrificans
121022,aroA,Paracoccus_denitrificans
121034,alaS,Paracoccus_denitrificans
121041,nuoD,Paracoccus_denitrificans
121045,ribB,Paracoccus_denitrificans
121047,rpsD,Paracoccus_denitrificans
121053,fumC,Paracoccus_denitrificans
121058,rpmG,Paracoccus_denitrificans
121065,glyA,Paracoccus_denitrificans
121074,rpsJ,Paracoccus_denitrificans
121077,pckA,Paracoccus_denitrificans
121082,murE,Paracoccus_denitrificans
121083,rpsT,Paracoccus_denitrificans
121084,yidC,Paracoccus_denitrificans
121097,grpE,Paracoccus_denitrificans
121103,groS,Paracoccus_denitrificans
121110,atpH,Paracoccus_denitrificans
121114,purA,Paracoccus_denitrificans
121116,rplE,Paracoccus_denitrificans
121125,proS,Paracoccus_denitrificans
121130,pdhA,Paracoccus_denitrificans
121131,rplR,Paracoccus_denitrificans
121137,rpsB,Paracoccus_denitrificans
121139,rplF,Paracoccus_denitrificans
121145,tolB,Paracoccus_denitrificans
121156,pgk,Paracoccus_denitrificans
121158,mreB,Paracoccus_denitrificans
121164,rpsG,Paracoccus_denitrificans
121184,ndk,Paracoccus_denitrificans
121189,rpsE,Paracoccus_denitrificans
121191,rpoC,Paracoccus_denitrificans
121205,mutS,Paracoccus_denitrificans
121211,rpsH,Paracoccus_denitrificans
121219,atpD,Paracoccus_denitrificans
121227,nusA,Paracoccus_denitrificans
121230,rplN,Paracoccus_denitrificans
121232,murA,Paracoccus_denitrificans
121240,dapB,Paracoccus_denitrificans
121242,rplU,Paracoccus_denitrificans
121247,rplW,Paracoccus_denitrificans
121251,gatB,Paracoccus_denitrificans
121260,rpmD,Paracoccus_denitrificans
121263,serS,Paracoccus_denitrificans
121280,tal,Paracoccus_denitrificans
121295,nuoB,Paracoccus_denitrificans
121303,pheS,Paracoccus_denitrificans
121304,hslU,Paracoccus_denitrificans
121322,valS,Paracoccus_denitrificans
121325,gatA,Paracoccus_denitrificans
121327,rpsI,Paracoccus_denitrificans
121329,mdh,Paracoccus_denitrificans
121352,rplD,Paracoccus_denitrificans
121362,carB,Paracoccus_denitrificans
121366,purC,Paracoccus_denitrificans
121371,infB,Paracoccus_denitrificans
121391,argG,Paracoccus_denitrificans
121396,rpmA,Paracoccus_denitrificans
121419,pxpA,Paracoccus_denitrificans
121428,pheT,Paracoccus_denitrificans
121434,rpoA,Paracoccus_denitrificans
121436,accD,Paracoccus_denitrificans
121437,guaB,Paracoccus_denitrificans
121438,atpF,Paracoccus_denitrificans
121447,prfC,Paracoccus_denitrificans
121460,rplY,Paracoccus_denitrificans
121489,argS,Paracoccus_denitrificans
121514,ilvC,Paracoccus_denitrificans
121519,carA,Paracoccus_denitrificans
121527,clpX,Paracoccus_denitrificans
121552,rpsC,Paracoccus_denitrificans
121608,glmS,Paracoccus_denitrificans
121625,queA,Paracoccus_denitrificans
121630,kdsA,Paracoccus_denitrificans
121640,frr,Paracoccus_denitrificans
121657,rplX,Paracoccus_denitrificans
121709,dksA,Paracoccus_denitrificans
121717,purF,Paracoccus_denitrificans
121720,asd,Paracoccus_denitrificans
121726,purQ,Paracoccus_denitrificans
121727,lysS,Paracoccus_denitrificans
121730,tyrS,Paracoccus_denitrificans
121750,rplJ,Paracoccus_denitrificans
121773,katG,Paracoccus_denitrificans
121779,uvrA,Paracoccus_denitrificans
121829,ahcY,Paracoccus_denitrificans
121833,tpiA,Paracoccus_denitrificans
121844,rpoD,Paracoccus_denitrificans
121848,gshB,Paracoccus_denitrificans
121873,polA,Paracoccus_denitrificans
121882,guaA,Paracoccus_denitrificans
121912,zwf,Paracoccus_denitrificans
121927,rplS,Paracoccus_denitrificans
121942,lon,Paracoccus_denitrificans
121971,ileS,Paracoccus_denitrificans
121977,prmA,Paracoccus_denitrificans
122041,nuoC,Paracoccus_denitrificans
122042,topA,Paracoccus_denitrificans
122058,rimM,Paracoccus_denitrificans
122070,secA,Paracoccus_denitrificans
122090,atpG,Paracoccus_denitrificans
122094,prs,Paracoccus_denitrificans
122174,cysC,Paracoccus_denitrificans
122188,rplV,Paracoccus_denitrificans
122229,trpS,Paracoccus_denitrificans
122241,ftsH,Paracoccus_denitrificans
122258,gyrB,Paracoccus_denitrificans
122298,gpmI,Paracoccus_denitrificans
122361,leuD,Paracoccus_denitrificans
122363,pyrE,Paracoccus_denitrificans
122396,murF,Paracoccus_denitrificans
122404,rpsR,Paracoccus_denitrificans
122405,rho,Paracoccus_denitrificans
122415,ilvD,Paracoccus_denitrificans
122458,proA,Paracoccus_denitrificans
122506,mnmG,Paracoccus_denitrificans
122517,def,Paracoccus_denitrificans
122518,dxs,Paracoccus_denitrificans
122551,argJ,Paracoccus_denitrificans
122573,thrS,Paracoccus_denitrificans
122601,accA,Paracoccus_denitrificans
122611,leuB,Paracoccus_denitrificans
122655,mnmA,Paracoccus_denitrificans
122657,ffh,Paracoccus_denitrificans
122779,purM,Paracoccus_denitrificans
122867,clpP,Paracoccus_denitrificans
122882,pyrH,Paracoccus_denitrificans
122980,rpsQ,Paracoccus_denitrificans
123031,ilvE,Paracoccus_denitrificans
123097,rplP,Paracoccus_denitrificans
123410,hisC,Paracoccus_denitrificans
123423,gcvH,Paracoccus_denitrificans
123613,adk,Paracoccus_denitrificans
123640,murC,Paracoccus_denitrificans
123650,trpB,Paracoccus_denitrificans
123803,ribH,Paracoccus_denitrificans
123816,glmU,Paracoccus_denitrificans
123852,rimP,Paracoccus_denitrificans
123909,selD,Paracoccus_denitrificans
123941,purE,Paracoccus_denitrificans
123982,gatC,Paracoccus_denitrificans
124025,glmM,Paracoccus_denitrificans
124180,glyS,Paracoccus_denitrificans
124320,rpsU,Paracoccus_denitrificans
124342,ychF,Paracoccus_denitrificans
124439,gmk,Paracoccus_denitrificans
124691,hisS,Paracoccus_denitrificans
124738,rpsN,Paracoccus_denitrificans
124873,metG,Paracoccus_denitrificans
125191,mnmE,Paracoccus_denitrificans
125285,glcB,Paracoccus_denitrificans
125492,ettA,Paracoccus_denitrificans
125597,proC,Paracoccus_denitrificans
125605,dxr,Paracoccus_denitrificans
125695,cysS,Paracoccus_denitrificans
125774,hflX,Paracoccus_denitrificans
126047,valS,Rhizobium_radiobacter
126048,ribB,Rhizobium_radiobacter
126049,rpsF,Rhizobium_radiobacter
126050,fusA,Rhizobium_radiobacter
126051,rpsD,Rhizobium_radiobacter
126052,rpsN,Rhizobium_radiobacter
126054,rpmB,Rhizobium_radiobacter
126058,rpoB,Rhizobium_radiobacter
126059,rpsE,Rhizobium_radiobacter
126064,dnaK,Rhizobium_radiobacter
126065,thyA,Rhizobium_radiobacter
126066,pfp,Rhizobium_radiobacter
126068,rpoD,Rhizobium_radiobacter
126071,rpmG,Rhizobium_radiobacter
126072,infB,Rhizobium_radiobacter
126073,dnaJ,Rhizobium_radiobacter
126075,clpB,Rhizobium_radiobacter
126077,mnmA,Rhizobium_radiobacter
126082,rpsG,Rhizobium_radiobacter
126086,rplO,Rhizobium_radiobacter
126087,atpA,Rhizobium_radiobacter
126090,rpsM,Rhizobium_radiobacter
126098,argG,Rhizobium_radiobacter
126105,cysS,Rhizobium_radiobacter
126106,prfB,Rhizobium_radiobacter
126108,pnp,Rhizobium_radiobacter
126114,prfA,Rhizobium_radiobacter
126116,rplL,Rhizobium_radiobacter
126122,rpsL,Rhizobium_radiobacter
126129,sucD,Rhizobium_radiobacter
126131,ahcY,Rhizobium_radiobacter
126132,rplQ,Rhizobium_radiobacter
126141,pgi,Rhizobium_radiobacter
126145,pxpA,Rhizobium_radiobacter
126147,tatA,Rhizobium_radiobacter
126155,gyrB,Rhizobium_radiobacter
126156,rplB,Rhizobium_radiobacter
126178,argH,Rhizobium_radiobacter
126179,rplX,Rhizobium_radiobacter
126180,carB,Rhizobium_radiobacter
126191,tal,Rhizobium_radiobacter
126192,tuf,Rhizobium_radiobacter
126194,rplA,Rhizobium_radiobacter
126197,rpsQ,Rhizobium_radiobacter
126207,rpsS,Rhizobium_radiobacter
126209,purD,Rhizobium_radiobacter
126215,rplF,Rhizobium_radiobacter
126220,pgl,Rhizobium_radiobacter
126221,ligA,Rhizobium_radiobacter
126225,rpoZ,Rhizobium_radiobacter
126226,groEL,Rhizobium_radiobacter
126234,efp,Rhizobium_radiobacter
126237,zwf,Rhizobium_radiobacter
126241,aspS,Rhizobium_radiobacter
126247,rpsB,Rhizobium_radiobacter
126260,pheS,Rhizobium_radiobacter
126263,nuoB,Rhizobium_radiobacter
126265,ddl,Rhizobium_radiobacter
126269,murE,Rhizobium_radiobacter
126271,hslU,Rhizobium_radiobacter
126297,rplR,Rhizobium_radiobacter
126299,mutS,Rhizobium_radiobacter
126300,lysS,Rhizobium_radiobacter
126301,nusA,Rhizobium_radiobacter
126310,rpmD,Rhizobium_radiobacter
126312,argJ,Rhizobium_radiobacter
126314,leuB,Rhizobium_radiobacter
126324,ftsZ,Rhizobium_radiobacter
126335,tig,Rhizobium_radiobacter
126343,accA,Rhizobium_radiobacter
126344,atpG,Rhizobium_radiobacter
126345,rplC,Rhizobium_radiobacter
126350,rpsC,Rhizobium_radiobacter
126352,pckA,Rhizobium_radiobacter
126362,rpmE,Rhizobium_radiobacter
126368,engB,Rhizobium_radiobacter
126377,nuoD,Rhizobium_radiobacter
126382,ftsH,Rhizobium_radiobacter
126384,pdhA,Rhizobium_radiobacter
126390,grpE,Rhizobium_radiobacter
126397,rplI,Rhizobium_radiobacter
126399,gcvP,Rhizobium_radiobacter
126400,lon,Rhizobium_radiobacter
126404,purA,Rhizobium_radiobacter
126405,murB,Rhizobium_radiobacter
126413,cmk,Rhizobium_radiobacter
126415,guaB,Rhizobium_radiobacter
126426,fumC,Rhizobium_radiobacter
126446,purQ,Rhizobium_radiobacter
126449,folE,Rhizobium_radiobacter
126462,rpsP,Rhizobium_radiobacter
126478,sucC,Rhizobium_radiobacter
126490,fabH,Rhizobium_radiobacter
126526,glyS,Rhizobium_radiobacter
126528,parC,Rhizobium_radiobacter
126531,der,Rhizobium_radiobacter
126546,frr,Rhizobium_radiobacter
126558,msrA,Rhizobium_radiobacter
126561,ilvD,Rhizobium_radiobacter
126562,bioB,Rhizobium_radiobacter
126563,greA,Rhizobium_radiobacter
126582,glmS,Rhizobium_radiobacter
126591,lexA,Rhizobium_radiobacter
126611,purF,Rhizobium_radiobacter
126619,dksA,Rhizobium_radiobacter
126627,polA,Rhizobium_radiobacter
126628,rpoC,Rhizobium_radiobacter
126629,rplN,Rhizobium_radiobacter
126676,rplW,Rhizobium_radiobacter
126693,pyrG,Rhizobium_radiobacter
126694,guaA,Rhizobium_radiobacter
126709,secA,Rhizobium_radiobacter
126711,pepA,Rhizobium_radiobacter
126724,gcvT,Rhizobium_radiobacter
126725,mfd,Rhizobium_radiobacter
126727,leuS,Rhizobium_radiobacter
126728,tolB,Rhizobium_radiobacter
126754,ilvC,Rhizobium_radiobacter
126758,tsf,Rhizobium_radiobacter
126767,rplJ,Rhizobium_radiobacter
126772,ychF,Rhizobium_radiobacter
126775,gatB,Rhizobium_radiobacter
126790,ribH,Rhizobium_radiobacter
126792,alaS,Rhizobium_radiobacter
126821,trpS,Rhizobium_radiobacter
126824,clpX,Rhizobium_radiobacter
126831,ALB,Rhizobium_radiobacter
126836,hisA,Rhizobium_radiobacter
126858,rpmC,Rhizobium_radiobacter
126866,rplP,Rhizobium_radiobacter
126867,thrS,Rhizobium_radiobacter
126870,upp,Rhizobium_radiobacter
126889,serS,Rhizobium_radiobacter
126900,murA,Rhizobium_radiobacter
126906,metG,Rhizobium_radiobacter
126909,pgk,Rhizobium_radiobacter
126912,rplT,Rhizobium_radiobacter
126928,rplS,Rhizobium_radiobacter
126930,folD,Rhizobium_radiobacter
126936,ettA,Rhizobium_radiobacter
126938,glyQ,Rhizobium_radiobacter
126961,atpF,Rhizobium_radiobacter
126971,hisC,Rhizobium_radiobacter
127005,yidC,Rhizobium_radiobacter
127007,gpmI,Rhizobium_radiobacter
127009,nusG,Rhizobium_radiobacter
127010,glgA,Rhizobium_radiobacter
127020,purC,Rhizobium_radiobacter
127036,carA,Rhizobium_radiobacter
127046,rplE,Rhizobium_radiobacter
127064,purH,Rhizobium_radiobacter
127069,clpP,Rhizobium_radiobacter
127073,ppa,Rhizobium_radiobacter
127087,rnr,Rhizobium_radiobacter
127096,pheT,Rhizobium_radiobacter
127106,trpB,Rhizobium_radiobacter
127146,rpsO,Rhizobium_radiobacter
127169,gshB,Rhizobium_radiobacter
127183,gatA,Rhizobium_radiobacter
127193,mdh,Rhizobium_radiobacter
127213,proS,Rhizobium_radiobacter
127219,glmU,Rhizobium_radiobacter
127256,lipB,Rhizobium_radiobacter
127262,argS,Rhizobium_radiobacter
127280,atpD,Rhizobium_radiobacter
127288,thiC,Rhizobium_radiobacter
127313,parE,Rhizobium_radiobacter
127330,glyA,Rhizobium_radiobacter
127334,nadE,Rhizobium_radiobacter
127336,glcB,Rhizobium_radiobacter
127344,argC,Rhizobium_radiobacter
127345,aroA,Rhizobium_radiobacter
127358,gcvH,Rhizobium_radiobacter
127363,rplY,Rhizobium_radiobacter
127487,recA,Rhizobium_radiobacter
127513,katG,Rhizobium_radiobacter
127518,rpmA,Rhizobium_radiobacter
127524,rne,Rhizobium_radiobacter
127525,purE,Rhizobium_radiobacter
127528,hisS,Rhizobium_radiobacter
127534,argB,Rhizobium_radiobacter
127563,ftsA,Rhizobium_radiobacter
127572,tyrS,Rhizobium_radiobacter
127575,rpsK,Rhizobium_radiobacter
127637,rpsH,Rhizobium_radiobacter
127702,rpsI,Rhizobium_radiobacter
127706,glpK,Rhizobium_radiobacter
127749,hutU,Rhizobium_radiobacter
127756,psd,Rhizobium_radiobacter
127794,hisH,Rhizobium_radiobacter
127836,groS,Rhizobium_radiobacter
127852,uvrA,Rhizobium_radiobacter
127900,argD,Rhizobium_radiobacter
127904,rplK,Rhizobium_radiobacter
127959,apt,Rhizobium_radiobacter
127964,murF,Rhizobium_radiobacter
127967,aroB,Rhizobium_radiobacter
127978,rho,Rhizobium_radiobacter
128011,gyrA,Rhizobium_radiobacter
128037,hemE,Rhizobium_radiobacter
128054,hisD,Rhizobium_radiobacter
128060,pyrD,Rhizobium_radiobacter
128090,eno,Rhizobium_radiobacter
128176,ftsY,Rhizobium_radiobacter
128194,rplM,Rhizobium_radiobacter
128210,thrB,Rhizobium_radiobacter
128226,gltX,Rhizobium_radiobacter
128239,rpoA,Rhizobium_radiobacter
128269,ileS,Rhizobium_radiobacter
128342,ispG,Rhizobium_radiobacter
128494,accD,Rhizobium_radiobacter
128504,mnmG,Rhizobium_radiobacter
128522,rplD,Rhizobium_radiobacter
128533,dxs,Rhizobium_radiobacter
128560,surE,Rhizobium_radiobacter
128582,adk,Rhizobium_radiobacter
128596,hflX,Rhizobium_radiobacter
128631,rplV,Rhizobium_radiobacter
128634,secB,Rhizobium_radiobacter
128640,pyrB,Rhizobium_radiobacter
128641,purM,Rhizobium_radiobacter
128659,dapD,Rhizobium_radiobacter
128712,pdxJ,Rhizobium_radiobacter
128773,atpH,Rhizobium_radiobacter
128774,purK,Rhizobium_radiobacter
128794,proA,Rhizobium_radiobacter
128813,glgB,Rhizobium_radiobacter
128829,dapF,Rhizobium_radiobacter
